label,phrase,frequency
Class,Nd_Fe_B_Pr_Fe_B_system,1
Class,Nd_Fe_B_Si_magnet,1
Class,Nd_Fe_B_sintered_magnet,1
Class,Nd_Fe_B_system,1
Class,Nd_Fe_B_Tb_Fe_B_system,1
Class,Nd_Fe_B_thick_film_magnet,1
Class,Nd_Fe_B_type_material,1
Class,Nd_Fe_B_type_permanent_magnet,1
Class,Nd_Fe_C,1
Class,Nd_Fe_Co_(_HfGa_)_B,1
Class,Nd_Fe_Co_Al,1
Class,Nd_Fe_Co_Al_B,1
Class,Nd_Fe_Co_Al_B_alloy,1
Class,Nd_Fe_Co_Al_Cu,1
Class,Nd_Fe_Co_B,1
Class,Nd_Fe_Co_B_Ga,1
Class,Nd_Fe_Co_B_M_alloy,1
Class,Nd_Fe_Co_B_Nb_alloy,1
Class,Nd_Fe_Co_Ga_B,1
Class,Nd_Fe_Co_Ga_B_alloy,1
Class,Nd_Fe_Cu_B,1
Class,Nd_Fe_Cu_B_magnet,1
Class,Nd_Fe_Dy_B_magnet,1
Class,Nd_Fe_Ga_B,1
Class,Nd_Fe_Ga_B_/_Fe_Co,1
Class,Nd_Fe_Ga_B_/_Fe_Co_magnet,1
Class,Nd_Fe_M_B,1
Class,Nd_Fe_M_B_alloy,1
Class,Nd_Fe_M_B_magnet,1
Class,Nd_Fe_Mn_B,1
Class,Nd_Fe_Nb_B,1
Class,Nd_Fe_Nb_B_alloy,1
Class,Nd_Fe_Nb_B_magnet,1
Class,Nd_Fe_Nb_B_nanocomposite,1
Class,Nd_Fe_Si,1
Class,Nd_Fe_system,1
Class,Nd_Fe_Ti_B,1
Class,Nd_Fe_Ti_B_alloy,1
Class,Nd_Fe_Ti_B_bulk_magnet,1
Class,Nd_Fe_Ti_B_magnet,1
Class,Nd_Fe_Ti_C_B_alloy,1
Class,Nd_Fe_Ti_C_B_bulk_nanocomposite_magnet,1
Class,Nd_Fe_Ti_M_B,1
Class,Nd_Fe_Ti_M_B_magnet,1
Class,Nd_Fe_Ti_Zr_B,1
Class,Nd_Fe_Ti_Zr_B_alloy,1
Class,Nd_Fe_Ti_Zr_B_C_magnet,1
Class,Nd_Fe_Ti_Zr_B_magnet,1
Class,Nd_Fe_Ti_Zr_Cr_B_C,1
Class,Nd_Fe_Ti_Zr_Cr_B_C_alloy,1
Class,Nd_Fe_Ti_Zr_Cr_B_C_bulk_magnet,1
Class,Nd_Fe_Ti_Zr_Cr_B_C_magnet,1
Class,Nd_Nb,1
Class,Nd_Nb_Fe_B,1
Class,Nd_O,1
Class,Nd_oxide,1
Class,Nd_Pr_B_Cu_Al_Co_Fe,1
Class,Nd_Pr_Ce_Fe_B_melt_spun_ribbon,1
Class,Nd_Pr_Dy_Fe_Al_Co_Ga_B,1
Class,Nd_Pr_Dy_Fe_B_Co_Al_Cu,1
Class,Nd_Pr_Dy_Fe_Ga_Zr_Al_Co_Cu_B_C_O,1
Class,Nd_Pr_Fe_B_alloy,1
Class,Nd_Pr_Fe_B_Ga_Cu_sintered_magnet,1
Class,Nd_Pr_Fe_Co_B_Ga_Cu,1
Class,Nd_Pr_Fe_Co_B_Nb_Al_Cu_sintered_magnet,1
Class,Nd_Pr_Fe_Co_Ga_Al_B,1
Class,Nd_PrFe_B_alloy,1
Class,Nd_rich_alloy,1
Class,Nd_substituted_alloy,1
Class,Nd_substituted_La_Fe_B,1
Class,Nd_Y_Fe_Zr_B_bulk_magnet,1
Class,Nd_Zr_Fe_Co_B,1
Class,Nd_Zr_Fe_Co_B_alloy,1
Class,NdCu_/_Nd,1
Class,NdFe_B,1
Class,NdFeB,1
Class,NdFeB_/_Co,1
Class,NdFeB_/_Fe_Co_composite,1
Class,NdFeB_/_Fe_composite,1
Class,NdFeB_magnet,1
Class,O_Zr_Co,1
Class,permanent_magnet,1
Class,permanent_magnet_material,1
Class,permanent_magnetic_material,1
Class,Pr_(_Fe_Co_)_B_/_Pr,1
Class,Pr_Al_Ni_Cu,1
Class,Pr_Al_Ni_Cu_alloy,1
Class,Pr_Co,1
Class,Pr_Co_/_Pr_Co,1
Class,Pr_Co_alloy,1
Class,Pr_Co_C,1
Class,Pr_Co_C_/_Pr_Co_C,1
Class,Pr_Co_C_/_Pr_Co_C_nanocomposite,1
Class,Pr_Cu,1
Class,Pr_Cu_alloy,1
Class,Pr_Cu_diffusion_processed_hot_deformed_magnet,1
Class,Pr_Cu_diffusion_processed_magnet,1
Class,Pr_Cu_eutectic_alloy,1
Class,Pr_Cu_system,1
Class,Pr_Dy_Cu_alloy,1
Class,Pr_Dy_Fe_B_magnet,1
Class,Pr_Fe,1
Class,Pr_Fe_B_/_α_Fe_nanocomposite_magnet,1
Class,Pr_Fe_B_based_magnet,1
Class,Pr_Fe_B_magnet,1
Class,Pr_Fe_B_Mn,1
Class,Pr_Fe_C,1
Class,Pr_Fe_C_B,1
Class,Pr_Fe_C_nanocomposite,1
Class,Pr_Fe_Co_B,1
Class,Pr_Fe_Co_B_system,1
Class,Pr_Fe_Nb_B,1
Class,Pr_Fe_Ti_B_alloy,1
Class,Pr_Fe_Ti_Co_B_C,1
Class,PrCo_Ti_alloy,1
Class,PrNd_Cu_alloy,1
Class,pure_Ce_Fe_B,1
Class,pure_Ce_Fe_B_alloy,1
Class,pure_Ce_Fe_B_magnet,1
Class,pure_Nd_Fe_B,1
Class,pure_TbCu_type_structure,1
Class,R_Ce_Fe_B_alloy,1
Class,R_Fe,1
Class,R_Fe_B,1
Class,R_Fe_M,1
Class,R_Fe_M_B,1
Class,R_Fe_M_B_magnet,1
Class,R_Nd_Fe_B_alloy,1
Class,R_Zr_Co,1
Class,rare_earth_(_MRE_)_Fe_B,1
Class,rare_earth_eutectic_alloy,1
Class,rare_earth_magnet,1
Class,rare_earth_metal,1
Class,rare_earth_permanent_magnet,1
Class,RE_Co_B_compound,1
Class,RE_Co_compound,1
Class,(_Nd_Ce_)_Fe_B,1
Condition,T,11
Condition,0_K,10
Condition,room_temperature,9
Condition,0_°C,7
Condition,magnetic_field,4
Condition,0_kOe,3
Condition,H,3
Condition,operation_temperature,2
Condition,without_magnetic_field,2
Condition,without_rare_earth_element,1
Condition,temperature_T,1
Condition,operating_temperature,1
Condition,0_T,1
Condition,external_magnetic_field,1
Condition,external_field,1
Condition,applied_magnetic_field,1
Condition,applied_field,1
Condition,0_kOe_magnetic_field,1
Condition,0_h,1
Condition,applied_field,1
Condition,high_temperature,1
Condition,0_0_°C,1
Condition,temperature_range,1
Condition,~_0_K,1
Condition,around_0_°C,1
Condition,temperature_above_~_0_°C,1
Condition,about_0_°C,1
Condition,operating_temperature,1
Condition,operation_temperature,1
Element,Nd,35
Element,Dy,24
Element,x_=_0,21
Element,Fe,18
Element,Dy,18
Element,Ce,16
Element,Pr,16
Element,Nd,16
Element,Ce,15
Element,substitution,14
Element,M,13
Element,La,12
Element,0,12
Element,Co,11
Element,substitution,10
Element,addition,10
Element,Cr,9
Element,Nb,9
Element,Ti,9
Element,addition,9
Element,Y,8
Element,amount,8
Element,Dy_content,8
Element,Tb,7
Element,Mo,7
Element,0_%,7
Element,amount,7
Element,Fe,7
Element,0_%,7
Element,Co,7
Element,Tb,7
Element,Dy_element,7
Element,Zr,6
Element,Cu,6
Element,V,6
Element,Ta,6
Element,R,6
Element,RE,6
Element,Ta,6
Element,rare_earth,6
Element,Fe_3_+_ion,6
Element,0_wt_%,5
Element,Ce_concentration,5
Element,Cr,5
Element,Mn,5
Element,Al_3_+_ion,5
Element,α_Fe_grain,5
Element,Si,4
Element,Ga,4
Element,TM,4
Element,0_at_._%,4
Element,α_Fe,4
Element,rare_earth,4
Element,alloy_composition,4
Element,Gd,4
Element,Fe_atom,4
Element,B,4
Element,TM,4
Element,V,4
Element,0_at_%,4
Element,Ce_rich,4
Element,Ti,4
Element,0,3
Element,0_wt_._%,3
Element,Sm,3
Element,B,3
Element,0_at_%,3
Element,Co_substitution,3
Element,Dy_content,3
Element,Nd_atom,3
Element,RE,3
Element,Dy_concentration,3
Element,rare_earth_content,3
Element,Ni,3
Element,0_wt_%,3
Element,Si,3
Element,RE_content,3
Element,Nd_rich,3
Element,Dy_rich,3
Element,Hf,2
Element,Mn,2
Element,Pr_rich,2
Element,O,2
Element,B_content,2
Element,Ce_rich,2
Element,Co_atom,2
Element,Co_concentration,2
Element,Cu_content,2
Element,Dy_atom,2
Element,Dy_substitution,2
Element,Nd_content,2
Element,heavy_rare_earth_element,2
Element,Zn,2
Element,Pr_substitution,2
Element,Sm_Co_R,2
Element,0_<_y_<_0,2
Element,Dy_free,2
Element,La,2
Element,Pr,2
Element,0_wt_._%_Dy,2
Element,heavy_rare_earth_element,2
Element,α_Fe,2
Element,Mo,2
Element,Cu,2
Element,0_at_._%,2
Element,M,2
Element,Si_+_Gd,2
Element,x_=_0_0_at_%,2
Element,Nd_substitution,2
Element,0_%_substitution,2
Element,distribution,2
Element,magnetic_Fe_3_+_ion,2
Element,Al_doping,2
Element,Nd_loss,2
Element,Nd_concentration,2
Element,Y,2
Element,corresponding_Nd_loss,2
Element,Fe_Co_phase,2
Element,rare_earth_element,2
Element,(_0_x_)_+_z_=_0,2
Element,y_=_0,2
Element,Gd,1
Element,Ni,1
Element,~_0_at_._%,1
Element,~_0_wt_%,1
Element,<_0_%,1
Element,R_Zr,1
Element,0_%_substitution,1
Element,0_0_%,1
Element,0_at_%_Nd,1
Element,0_0_wt_%,1
Element,0_at_._%_Co,1
Element,0_at_._%_Nb,1
Element,0_at_._%_Nd,1
Element,0_at_._%_V,1
Element,0_M,1
Element,0_vol_%,1
Element,0_vol_._%,1
Element,0_wt_%_/_0_wt_%,1
Element,0_wt_%_0_wt_%,1
Element,0_wt_%_Dy,1
Element,0_wt_%_RE_content,1
Element,about_0_wt_%,1
Element,addition_free,1
Element,Al_3_+,1
Element,Al_3_+_ion,1
Element,Al_concentration,1
Element,Al_content,1
Element,Al_doping,1
Element,Al_substitution,1
Element,alloy_composition,1
Element,B_concentration,1
Element,B_rich,1
Element,carbon_addition,1
Element,carbon_composition,1
Element,carbon_content,1
Element,Ce_concentration,1
Element,Ce_content,1
Element,Ce_free,1
Element,Ce_substitution,1
Element,Co_addition,1
Element,Co_content,1
Element,Co_rich,1
Element,Co_substituting,1
Element,corresponding_Nd,1
Element,Cr_atom,1
Element,Cr_C_content,1
Element,Cu_doped,1
Element,Cu_free,1
Element,Cu_rich,1
Element,Cu_substituted,1
Element,Cu_substitution,1
Element,deposited_Ta,1
Element,Dy_/_Nd,1
Element,Dy_/_Tb,1
Element,Dy_added,1
Element,Dy_addition,1
Element,Dy_concentration,1
Element,Dy_containing,1
Element,Dy_element,1
Element,Dy_free,1
Element,Dy_rich,1
Element,Fe_3_+,1
Element,Fe_3_+_ion,1
Element,Fe_atom,1
Element,Fe_Co_phase,1
Element,Fe_concentration,1
Element,Fe_content,1
Element,Fe_Nd_B_doped,1
Element,Fe_rich,1
Element,Fe_rich_composition,1
Element,Ga_added,1
Element,Ga_content,1
Element,Al,1
Element,rich,1
Element,Zr_containing,1
Element,heavy_rare_earth,1
Element,Ho,1
Element,Er,1
Element,HRE_free,1
Element,La_/_Ce,1
Element,magnetic_Fe,1
Element,magnetic_Fe_3_+,1
Element,magnetic_Fe_3_+_ion,1
Element,magnetic_ion,1
Element,mass_loss,1
Element,Mn_substitution,1
Element,MRE_content,1
Element,multilayer_Si,1
Element,Nb_/_Ta,1
Element,Nb_addition,1
Element,Nb_atom,1
Element,Nb_content,1
Element,Nb_substituted,1
Element,Nb_substitution,1
Element,Nd_/_Fe,1
Element,Nd_/_Pr,1
Element,Nd_/_Pr_rich,1
Element,Nd_addition,1
Element,Nd_atom,1
Element,Nd_concentration,1
Element,Nd_loss,1
Element,Nd_rich,1
Element,Nd_rich_composition,1
Element,Nd_substituted,1
Element,Nd_substitution,1
Element,Pr_+,1
Element,Pr_Fe_B_/_α_Fe,1
Element,Pr_free,1
Element,rare_earth_content,1
Element,rare_earth_element,1
Element,RE_Al_Co,1
Element,RE_atom,1
Element,RE_content,1
Element,RE_element,1
Element,RE_Fe_B_/_α_Fe,1
Element,RE_Fe_C,1
Element,RE_rich,1
Element,Si_content,1
Element,Sm_Co_phase,1
Element,Sm_content,1
Element,Sm_doped,1
Element,Sm_Fe_Si_C_/_α_Fe,1
Element,SmCo_/_α_Fe,1
Element,substituting_Fe,1
Element,substituting,1
Element,Ta_free,1
Element,Ti_addition,1
Element,Ti_content,1
Element,Ti_free,1
Element,Ti_substitution,1
Element,without_addition,1
Element,without_Dy,1
Element,without_Hf,1
Element,without_rare_earth_element,1
Element,Y_substitution,1
Element,Zn_addition,1
Element,α_Fe_+,1
Element,α_Fe_content,1
Element,α_Fe_grain,1
Element,α_Fe_phase_content,1
Element,0_at_%_Dy_substitution,1
Element,Dy_added,1
Element,y_>_0,1
Element,Nd_metal,1
Element,Ce_substitution,1
Element,0_%_Ce_substitution,1
Element,Co_concentration,1
Element,Dy_substitution,1
Element,Ho,1
Element,Er,1
Element,heavy_rare_earth_Dy,1
Element,0_vol_._%,1
Element,Dy_containing,1
Element,extra_amount,1
Element,Nd_+_Ce,1
Element,Hf,1
Element,doping_Hf,1
Element,without_Hf,1
Element,no_Ce_addition,1
Element,x_=_0_Ce,1
Element,Ce_addition,1
Element,gadolinium_and_silicon_segregated,1
Element,silicon,1
Element,Si_content,1
Element,Fe_content,1
Element,over_0_wt_%,1
Element,0_at_._%_Co_substituting_Fe,1
Element,0_at_%_B_content,1
Element,Ce_proportion,1
Element,0_%_RE_content,1
Element,substituting_different_element,1
Element,Nd_content,1
Element,Dy_Mn_alloy_addition,1
Element,0_0_wt_%_Dy_Mn,1
Element,Dy_Mn_addition,1
Element,addition_of_Dy_Mn_alloy,1
Element,amount_of_Dy_Mn,1
Element,adding_small_amount_of_Dy_Mn,1
Element,boron_content,1
Element,B_content,1
Element,Al_concentration,1
Element,nonmagnetic_Al_3_+_ion,1
Element,Al_content,1
Element,magnetic_ion,1
Element,Co_rich,1
Element,Dy_(_x_=_0_),1
Element,0_wt_%_Dy,1
Element,adding_Dy_powder,1
Element,Dy_atom,1
Element,Co_atom,1
Element,RE_element,1
Element,Ce_content,1
Element,about_0_%,1
Element,Co_substitution,1
Element,0_wt_._%_Tb,1
Element,about_0_wt_%_Dy,1
Element,Fe_rich,1
Fabrication,melt_spinning,8
Fabrication,HDDR_process,6
Fabrication,produced,5
Fabrication,0_°C,5
Fabrication,0_°C,5
Fabrication,wheel_speed,5
Fabrication,deposited,4
Fabrication,melt_spun,3
Fabrication,wheel_speed,3
Fabrication,melt_spinning_method,3
Fabrication,sample_cast,3
Fabrication,method,3
Fabrication,cast,2
Fabrication,HDDR_powder,2
Fabrication,die_upset,2
Fabrication,HDDR_process,2
Fabrication,HEBM,2
Fabrication,hot_deformation,2
Fabrication,hot_pressed,2
Fabrication,melt_spinning_process,2
Fabrication,milling,2
Fabrication,substrate_temperature,2
Fabrication,hot_pressing,2
Fabrication,hot_pressed,2
Fabrication,arc_melting,2
Fabrication,0_kV,2
Fabrication,sintered,2
Fabrication,melt_spinning,2
Fabrication,0_m_s_-_1,2
Fabrication,hot_deformed,1
Fabrication,method,1
Fabrication,arc_melting,1
Fabrication,ball_milled,1
Fabrication,ball_milled_powder,1
Fabrication,ball_milling,1
Fabrication,deformation_process,1
Fabrication,deformation_processed,1
Fabrication,deformation,1
Fabrication,deformation_temperature,1
Fabrication,DyF_EPD,1
Fabrication,DyF_EPD_coated_sample,1
Fabrication,HD_temperature,1
Fabrication,HDDR_processed,1
Fabrication,0_h,1
Fabrication,hot_compaction,1
Fabrication,hot_deformation_process,1
Fabrication,hot_deformation_technique,1
Fabrication,hot_press,1
Fabrication,melt_spinning_technique,1
Fabrication,sputtering,1
Fabrication,processing_condition,1
Fabrication,processing_temperature,1
Fabrication,0_K,1
Fabrication,SPS,1
Fabrication,conventional_method,1
Fabrication,milled,1
Fabrication,Si_substrate,1
Fabrication,sintered,1
Fabrication,sintering_condition,1
Fabrication,sintering_method,1
Fabrication,sintering_process,1
Fabrication,sintering_temperature,1
Fabrication,sintering_time,1
Fabrication,SPS_method,1
Fabrication,TbF_EPD,1
Fabrication,TbF_EPD_coated_sintered_Nd_Fe_B_magnet,1
Fabrication,thin_film_deposition,1
Fabrication,0_m_/_s,1
Fabrication,wheel_surface,1
Fabrication,temperature,1
Fabrication,0_0_m_s_-_1,1
Fabrication,DyF_EPD,1
Fabrication,melt_spinning_technique,1
Fabrication,processing_condition,1
Fabrication,sintering_condition,1
Fabrication,melt_spinning_process,1
Fabrication,sintering_process,1
Fabrication,sintering_temperature,1
Fabrication,mechanical_alloying_process,1
Fabrication,0_MPa,1
Fabrication,0_h,1
Fabrication,EPD,1
Fabrication,TbF_EPD_process,1
QNT,coercivity,123
QNT,coercivity,44
QNT,hci,39
QNT,(_BH_),38
QNT,H,37
QNT,H,34
QNT,(_BH_)_max,32
QNT,remanence,31
QNT,remanence,26
QNT,value,22
QNT,that,17
QNT,B,16
QNT,μ_M,15
QNT,B,13
QNT,μ_H,12
QNT,curie_temperature,12
QNT,intrinsic_coercivity,12
QNT,maximum_energy_product,12
QNT,energy_product,11
QNT,maximum_energy_product,11
QNT,(_B_H_),11
QNT,M,10
QNT,temperature_coefficient,10
QNT,J,10
QNT,β,10
QNT,temperature_coefficient,10
QNT,coercivity_H,9
QNT,μ_H,9
QNT,magnetization,8
QNT,maximum_energy_product_(_BH_),8
QNT,high_coercivity,8
QNT,remanent_magnetization,7
QNT,α,7
QNT,J,7
QNT,β,7
QNT,that,7
QNT,μ_M,7
QNT,magnetocrystalline_anisotropy,7
QNT,M,7
QNT,value,7
QNT,saturation_magnetization,6
QNT,T,6
QNT,α,6
QNT,saturation_magnetization,6
QNT,Br,6
QNT,magnetic_moment,5
QNT,saturation,5
QNT,increase_in_coercivity,5
QNT,curie_temperature,5
QNT,magnetization,5
QNT,maximum_coercivity,4
QNT,low_coercivity,4
QNT,anisotropy_field,4
QNT,coercivity_value,4
QNT,coercivity_value,4
QNT,H_value,4
QNT,hci,4
QNT,maximum_value,4
QNT,remanence_ratio,3
QNT,magnetocrystalline_anisotropy_field,3
QNT,energy_product,3
QNT,Δ_H,3
QNT,Br,3
QNT,coercive_field,3
QNT,diffusion_coefficient,3
QNT,large_coercivity,3
QNT,magnetic_moment,3
QNT,maximum_coercivity,3
QNT,maximum_coercivity_value,3
QNT,4π_M,3
QNT,remanence_ratio_M_/_M,2
QNT,diffusion_depth,2
QNT,maximum_squareness_ratio,2
QNT,coercivity_H,2
QNT,anisotropy_field_H,2
QNT,|_β_|,2
QNT,(_BH_)_value,2
QNT,maximum_energy_product_(_BH_),2
QNT,intrinsic_coercivity_H,2
QNT,Ms,2
QNT,increase_coercivity,2
QNT,high_remanence,2
QNT,high_hci,2
QNT,coercivity_increase,2
QNT,high_saturation_magnetization,2
QNT,squareness,2
QNT,it,2
QNT,theoretical_(_BH_),2
QNT,0_πM,2
QNT,coercivity_temperature_coefficient,2
QNT,energy_density,2
QNT,saturation_remanence,2
QNT,K,2
QNT,large_energy_product,2
QNT,large_value,2
QNT,M_/_M,2
QNT,M_value,2
QNT,magnetic_anisotropy,2
QNT,magnetic_energy_product,2
QNT,maximum_energy,2
QNT,maximum_energy_product_(_B_H_),2
QNT,remanence_J,2
QNT,remanence_value,2
QNT,remanent_magnetization,2
QNT,remanent_polarization,2
QNT,room_temperature_(_BH_),2
QNT,room_temperature_coercivity,2
QNT,saturation_magnetic_polarization_J,2
QNT,saturation_magnetization_0_πM,2
QNT,saturation_magnetization_M,2
QNT,temperature_coefficient_β,2
QNT,Δ_H,2
QNT,M_/_M,2
QNT,temperature_dependence,1
QNT,large_coercivity,1
QNT,high_H,1
QNT,stored_magnetic_energy,1
QNT,high_value,1
QNT,improve_H,1
QNT,M_value,1
QNT,BH,1
QNT,magnetic_anisotropy,1
QNT,theoretically_calculated_value,1
QNT,curie_temperature_T,1
QNT,high_maximum_energy_product_(_BH_),1
QNT,high_remanence_J,1
QNT,saturation_magnetization_M,1
QNT,decrease_in_remanence,1
QNT,enhance_coercivity,1
QNT,high_uniaxial_anisotropy,1
QNT,maximum_coercivity_value,1
QNT,remanent_polarization_J,1
QNT,ha,1
QNT,well_hci,1
QNT,low_(_BH_)_max,1
QNT,coercivity_temperature_coefficient,1
QNT,remanence_temperature_coefficient,1
QNT,increment_in_coercivity,1
QNT,saturation_induction_density,1
QNT,(_JH_),1
QNT,maximum_magnetic_energy_product,1
QNT,coercive_field,1
QNT,increases_hci,1
QNT,maximum_energy_product_(_BH_)_max,1
QNT,intrinsic_coercivity_hci,1
QNT,large_temperature_degradation,1
QNT,high_room_temperature_coercivity,1
QNT,large_temperature_dependence,1
QNT,remanent_polarization,1
QNT,large_(_BH_),1
QNT,experimental_(_BH_),1
QNT,high_(_BH_),1
QNT,initial_increase_in_remanence,1
QNT,maximum_value,1
QNT,superior_(_BH_),1
QNT,magnetic_polarization,1
QNT,large_remanence,1
QNT,poor_squareness,1
QNT,room_temperature_intrinsic_coercivity,1
QNT,0_π_M,1
QNT,4πM,1
QNT,low_(_BH_),1
QNT,giant_coercivity,1
QNT,T,1
QNT,decrease_in_coercivity,1
QNT,curie_temperature_T,1
QNT,BH,1
QNT,produced_remanence,1
QNT,μ,1
QNT,ΔBr,1
QNT,without_significant_loss,1
QNT,uniaxial_magnetic_anisotropy,1
QNT,uniaxial_anisotropy,1
QNT,squareness_ratio,1
QNT,saturation,1
QNT,saturation_magnetization_4πM,1
QNT,saturation_magnetic_polarization,1
QNT,saturation_field,1
QNT,room_temperature_value,1
QNT,remnant_magnetization,1
QNT,remanent_polarization_J,1
QNT,remanence_temperature_coefficient,1
QNT,remanence_ratio_M,1
QNT,remanence_temperature_coefficient_α,1
QNT,coercivity_temperature_coefficient_β,1
QNT,ambient_coercivity,1
QNT,maximum_saturation_magnetization,1
QNT,diffusion_coefficient,1
QNT,room_temperature_coercivity,1
QNT,anisotropic_field,1
QNT,anisotropy_field_H,1
QNT,anisotropy_field_ha,1
QNT,B_and_(_BH_),1
QNT,corresponding_remanence,1
QNT,D,1
QNT,ratio,1
QNT,temperature,1
QNT,diffusion_depth,1
QNT,energy_product_(_B_H_),1
QNT,energy_product_(_BH_),1
QNT,Fe_magnetic_moment,1
QNT,Fe_moment,1
QNT,J_/_J,1
QNT,J_max,1
QNT,J_max_J,1
QNT,large_remanence,1
QNT,large_saturation_magnetization,1
QNT,remanence_ratio,1
QNT,remanence_M,1
QNT,remanencey,1
QNT,remanence_B,1
QNT,maximum_squareness,1
QNT,maximum_magnetic_energy_product,1
QNT,(_BH_),1
QNT,magnetocrystalline_anisotropy_field,1
QNT,magnetocrystalline_anisotropy,1
QNT,magnetization_B,1
QNT,magnetic_polarization_J,1
QNT,magnetic_polarization,1
QNT,magnetic_energy,1
QNT,M_H,1
QNT,(_BH_)_max,1
QNT,(_BH_),1
QNT,increase_in_coercivity,1
QNT,coercivity_increase,1
QNT,coercivity_increases,1
QNT,coercivity_decrease,1
QNT,coercivity_decreases,1
QNT,high_coercivity,1
Shape,0_nm,32
Shape,Nd_Fe_B_grain,29
Shape,0_nm,25
Shape,Nd_Fe_B_phase,19
Shape,N_=_0,16
Shape,α_Fe_phase,15
Shape,grain_boundary,13
Shape,Nd_rich_phase,12
Shape,melt_spun_ribbon,12
Shape,grain_boundary_phase,12
Shape,thin_film,11
Shape,grain,8
Shape,grain_boundary,8
Shape,sample,7
Shape,sample,7
Shape,"(_Nd_,_Pr_)_Fe_B_phase",7
Shape,0_μm,7
Shape,(_Nd_Dy_)_Fe_B_nanoparticle,7
Shape,0_:_0_:_0_phase,6
Shape,0_mm,5
Shape,magnetic_phase,5
Shape,annealed_(_Nd_Dy_)_Fe_B_nanoparticle,5
Shape,"(_Nd_,_Dy_)_Fe_B_shell",5
Shape,grain,5
Shape,Nd_Fe_B_grain,4
Shape,soft_magnetic_phase,4
Shape,Nd_Fe_B_layer,4
Shape,Pr_Cu_diffusion_processed_sample,4
Shape,Pr_rich_intergranular_phase,4
Shape,Zr_Co_phase,4
Shape,Nd_Fe_B_powder,4
Shape,Pr_Co_C_ribbon,3
Shape,Nd_rich_phase,3
Shape,Nd_Fe_B_flake,3
Shape,diameter,3
Shape,surface,3
Shape,magnetic_layer,3
Shape,hard,3
Shape,magnetic_phase,3
Shape,0,3
Shape,nanocomposite_film,3
Shape,Nd_rich_grain_boundary,3
Shape,ribbon,3
Shape,(_Nd_Ce_)_Fe_Co_B_melt_spun_ribbon,3
Shape,0_mm,3
Shape,milled,3
Shape,HDDR_powder,3
Shape,powder,3
Shape,thin_film,2
Shape,Mn_Al_C_ribbon,2
Shape,melt_spun_ribbon,2
Shape,α_Fe_phase,2
Shape,grain_boundary_phase,2
Shape,Nd_Dy_Fe_Co_B_layer,2
Shape,ribbon,2
Shape,Co_Zr_B_ribbon,2
Shape,phase,2
Shape,Nd_Fe_B_powder,2
Shape,about_0_0_nm,2
Shape,Fe_Co_soft_magnetic_phase,2
Shape,layer,2
Shape,multilayer_thin_film,2
Shape,Nd_Fe_B_/_Fe_Co_interface,2
Shape,about_0_nm,2
Shape,"(_Nd_,_Pr_)_Fe_B_region",2
Shape,Nd_Cu_diffusion_processed_sample,2
Shape,phase,2
Shape,Co_phase,2
Shape,Nd_Fe_B_sample_0,2
Shape,sample_0,2
Shape,hard_magnetic_phase,2
Shape,Fe_B_Nd_Gd_Nb_Si_magnetic_rod,2
Shape,grain_size,2
Shape,~_0_μm,2
Shape,large_grain,2
Shape,grain_surface,2
Shape,Nd_rich,2
Shape,single_layer_film,2
Shape,diffusion_processed_film,2
Shape,Fe_B_phase,2
Shape,"(_Nd_,_Dy_)_Fe_B_phase",2
Shape,surface,2
Shape,"(_Nd_,_Dy_)_Fe_B",2
Shape,sample,2
Shape,melt_spun_Nd_Fe_B_/_Fe_Co_ribbon,1
Shape,melt_spun_Nd_Co_B_ribbon,1
Shape,melt_spun_MM_Fe_B_alloy,1
Shape,melt_spun_Fe_Nd_B_ribbon,1
Shape,melt_spun_Ce_Fe_B_ribbon,1
Shape,melt_spun_Ce_Fe_B_powder,1
Shape,magnetic_spacer_layer,1
Shape,magnetic_soft_phase,1
Shape,magnetic_rod,1
Shape,magnetic_powder,1
Shape,GB_phase,1
Shape,magnetic_grain,1
Shape,magnetic_film,1
Shape,deformed_sample,1
Shape,M_(_Nd_Fe_B_)_ribbon,1
Shape,length,1
Shape,large_grain,1
Shape,large_diameter,1
Shape,La_substitution_ribbon,1
Shape,La_phase,1
Shape,La_Fe_B_ribbon,1
Shape,La_Fe_B_phase,1
Shape,hydride_powder,1
Shape,powder,1
Shape,hot_deformed_sample,1
Shape,hot_deformed_magnet_sample,1
Shape,HfCo_phase,1
Shape,height_reduction_rate,1
Shape,heat_treated_ribbon,1
Shape,HDDR_processed_powder,1
Shape,HDDR_powder,1
Shape,HDDR_Nd_Fe_B_type_powder,1
Shape,grain_surface,1
Shape,grain_structure,1
Shape,grain_boundary_layer,1
Shape,milled_flake,1
Shape,GB,1
Shape,Ga_added_ribbon,1
Shape,FePt_nanoparticle,1
Shape,Fe_Zr_C_ribbon,1
Shape,Fe_Nd_B_sample,1
Shape,Fe_layer,1
Shape,Fe_grain,1
Shape,Fe_Co_particle,1
Shape,Fe_B_phase,1
Shape,Fe_B_/_R_Fe_B_film,1
Shape,Fe_B_/_Nd_Fe_B_one,1
Shape,Fe_B_/_Nd_Fe_B_film,1
Shape,Fe_/_Pr_Fe_B_flake,1
Shape,Fe_/_Pr_Fe_B_film,1
Shape,EPD_coated_sample,1
Shape,energy_milled_sample,1
Shape,Dy_substituted_R_Fe_B_phase,1
Shape,Dy_layer,1
Shape,Dy_interlayer,1
